seconds_elapsed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.0821201171875,-0.2560442242866382,0.579472205081582,-1.7909129645489157,-0.090248703956604,-0.0569520369172096,0.1305841207504272
0.1021201171875,-1.1126017470228327,0.2971756671345858,-2.908675569155375,0.09117649923564872,0.04239587291292163,-0.08579730011932667
0.1221201171875,-0.5592842168565347,0.4805172305887105,-2.088671283725856,-0.12341819443449253,0.0004967293527119864,-0.031019654692075127
0.1421201171875,-0.7387569073814523,0.8622886115021853,-2.587002188929735,0.1142012244190225,0.023755568645169377,0.06115670433618164
0.16212011718750002,-0.6382640272318851,0.1511640077898751,-2.186499182945444,-0.07223334777291897,-0.017596284315234894,0.03551247587198826
0.1821201171875,-0.6535984392424411,0.2171959755976472,-2.5539755200349137,0.04164796758021523,0.05100167806181121,-0.08207878790375857
0.2021201171875,-0.5302007360499608,0.37810834815037114,-2.108646900807725,-0.04012323912112718,-0.04107365615201326,0.024417518915404793
0.22212011718750002,-0.5401156106401684,0.2699818793907691,-2.4828047179959385,0.049701083840312306,0.03399846325862889,0.038543604438004586
0.24212011718750004,-0.12204057484112378,0.012651423181376874,-2.2053275511769117,-0.04167606589642306,-0.008545024090078809,-0.03226080348609384
0.26212011718750006,-0.1477602056369341,0.277958992271101,-2.3515346290865358,0.022306020241931842,0.024257555745238763,-0.015407633340033804
0.2821201171875,-0.05318598319961253,0.23499606115138533,-2.2268986931396175,-0.0006233361520443524,-0.01651358367071243,0.07096123842241712
0.30212011718750004,-0.34197918815173906,0.001448917201385764,-2.4332121715509225,0.021882465846212666,0.018488610954902784,0.008004664126613006
0.32212011718750005,-0.4997767047152114,0.031814273704460785,-2.1948155767332334,-0.02166010224087632,0.018634203947342064,-0.024090626840680286
0.3421201171875,-0.31846682016878464,0.28878666809946774,-2.3224630733089273,0.034742285712712,0.006303225339795969,0.036031968746724395
0.36212011718750003,-0.318121988708869,0.07862385314921874,-2.2705398184919536,0.005254893700841279,0.00010532151868144802,0.044285179408091735
0.38212011718750005,-0.3676395784614337,0.033501535733471276,-2.168088517433812,0.011354201181377243,0.019970539414616965,-0.027603688467706083
0.40212011718750007,-0.3815878460715274,0.26758002922624885,-2.0212421879934914,0.002791872035346527,0.01958484757662175,-0.003370236396708274
0.4221201171875001,-0.4501948528173948,0.3072495231988091,-1.8493715479080761,0.018919270878499494,0.016804351976929106,0.04110559252780349
0.44212011718750005,-0.3786625108103303,0.16370773685259474,-1.7399904817430594,0.0054591206287816696,0.015666325799912017,0.011666319932231701
0.46212011718750007,-0.5730593958095664,0.28698209409735664,-1.7715829688132227,-0.0022889666863242088,0.008354123204229744,-0.03196350675146569
0.4821201171875001,-0.47808181482152823,0.44509574268204727,-1.7443602079430867,0.002465181283903619,0.01533668462433355,0.02945237762067048
0.5021201171875,-0.4703672109970759,0.2433251995658871,-1.7545394578755815,0.01381391285642445,0.004090956060358309,0.03629276932086375
0.5221201171875001,-0.43901475500908127,0.11199812528656024,-1.8562109248492988,-0.00870222591502341,0.007450152709801554,-0.01572827660824057
0.5421201171875001,-0.338948905082525,0.32484683149791393,-1.733743580852822,-0.001302065993322658,0.019203124316228233,0.0034096459320612648
0.5621201171875001,-0.42512485861776045,0.4049525763158102,-1.7141032253102095,0.008848894522768845,-0.0015005868097337587,0.02836791956686505
0.5821201171875001,-0.517539446408303,0.3549143604853721,-1.7873831142871572,-0.004409547314386698,0.02712494303989085,0.005625045696609731
0.6021201171875001,-0.4144725486291125,0.40754838012673583,-1.5280128128780546,-0.008945920376745336,0.011538360890756631,-0.016766033141801976
0.6221201171875002,-0.30266980128623017,0.5873954109641284,-1.7058594718085607,0.013169056409893557,0.0002107256488153304,0.02390239458034402
0.6421201171875001,-0.3327624034499309,0.3771119133183937,-1.7129071269437446,-0.0027661459587738596,0.0323785861649386,0.032510038020800054
0.6621201171875001,-0.3433950812020621,0.3477091861242887,-1.5354391229867295,0.0019457611793889636,0.014158124834546338,-0.02161303210827931
0.6821201171875001,-0.3138579859241082,0.5064421513146522,-1.6222842691693498,0.006938512883467105,0.027093304821699526,0.007864566840177679
0.7021201171875001,-0.2922724145678777,0.41185602160354606,-1.5971197420485541,0.01396160048571929,0.019815387902679275,0.04847883044006744
0.7221201171875001,-0.3476762091730012,0.21963525834052983,-1.5213090157162485,0.012949425609158672,0.013792039450239822,0.004093314189749644
0.7421201171875002,-0.4913271033935417,0.2293841646010393,-1.4751076679440045,-0.001662891525436694,0.04621662871338098,-0.01416969218120394
0.7621201171875002,-0.4024413422839664,0.3582265370861373,-1.322110174925017,0.012644847030228275,0.017805534558844236,0.030313797501871773
0.7821201171875001,-0.23614511259625798,0.20944325954142715,-1.3454116141907195,0.011074816135368593,0.03252313142059402,0.02534282503216614
0.8021201171875001,-0.18711901825266092,0.1652271580353282,-1.369400883763196,-0.008217419401148472,0.024895946645739464,-0.019317519066383185
0.8221201171875001,-0.23542995305811715,0.26712844980529354,-1.2825617242088037,0.0013522930988300321,0.03025256600460567,0.008331711301194658
0.8421201171875001,-0.33570147243888815,0.27488449732205755,-1.4019148742847316,0.004599891953477863,0.011712444813485434,0.02034707354539019
0.8621201171875001,-0.23122731089487875,0.0615705774744638,-1.3455031930653263,-0.009540076451236936,0.03583451781467234,0.006943652119048239
0.8821201171875002,-0.21836468749092716,0.15943459620848427,-1.469400846337287,0.0026767203666972594,0.018234413903976936,-0.014796524230588021
0.9021201171875002,-0.33966140023017205,0.13030945121845958,-1.400067608411951,-0.007098456889454839,0.032892927499769326,0.023285475545567067
0.9221201171875002,-0.3448934106983168,0.08809338758508503,-1.5765126489864656,0.01669141896631154,0.019861683496584362,0.01529822746772877
0.9421201171875002,-0.3185468417033945,-0.02367683870446206,-1.504016012811145,-0.013429722509429965,0.022749289556039155,-0.005794679948845999
0.9621201171875001,-0.3536949422347636,0.05637013355133368,-1.509381646840543,0.012305744614440653,0.05312834769006916,-0.0036648570323337864
